key:ID,source,local_id,title,author_list,last_updated,publication_year,url,doi,license,size,type
researchgraph.org/nci/f6591_7162_0194_2873,nci.org.au,f6591_7162_0194_2873,Plots of APS2 access-vt,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6591_7162_0194_2873,,,,dataset
researchgraph.org/nci/f4012_9786_3614_4861,nci.org.au,f4012_9786_3614_4861,APS2 access-ad research experiment bnma NWP data,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4012_9786_3614_4861,,,,dataset
researchgraph.org/nci/f6232_2864_8886_6905,nci.org.au,f6232_2864_8886_6905,Australian Natural Hazards Data Archive,,30/06/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6232_2864_8886_6905,,http://dapds00.nci.org.au/thredds/fileServer/licenses/fj6_licence.pdf,,dataset
researchgraph.org/nci/f6749_1502_4869_8351,nci.org.au,f6749_1502_4869_8351,Experimental APS2 ACCESS Global system,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6749_1502_4869_8351,,,,dataset
researchgraph.org/nci/f8510_7038_2836_3562,nci.org.au,f8510_7038_2836_3562,APS2 access-dn research experiment bnmd NWP data,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8510_7038_2836_3562,,,,dataset
researchgraph.org/nci/e6452c77-fcce-4a5f-828f-9111e4e9b70c,nci.org.au,e6452c77-fcce-4a5f-828f-9111e4e9b70c,"Daily maximum temperature: ANUClimate 1.1, 0.01 degree, Australian Coverage, 1970-2014",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/e6452c77-fcce-4a5f-828f-9111e4e9b70c,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/09517e92-b41e-45c0-a0dc-5f97025c458f,nci.org.au,09517e92-b41e-45c0-a0dc-5f97025c458f,"McArthur Forest Fire Danger Index: NARCliM dataset: ~50km resolution, 1950-1969 period, NNRP and R1 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/09517e92-b41e-45c0-a0dc-5f97025c458f,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/f1276_4347_1040_7101,nci.org.au,f1276_4347_1040_7101,ANU Water and Landscape Dynamics - Asia Pacific Water Monitor,Albert van Dijk,8/11/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f1276_4347_1040_7101,,http://creativecommons.org/licenses/by-sa/3.0/au/ (Australia),,dataset
researchgraph.org/nci/f6098_5959_2086_3819,nci.org.au,f6098_5959_2086_3819,ANU Water and Landscape Dynamics - Global data,Albert van Dijk,5/06/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6098_5959_2086_3819,10.4225/41/5934fbef70319,http://creativecommons.org/licenses/by-sa/3.0/au/ (Australia),,dataset
researchgraph.org/nci/f8497_3951_1776_6401,nci.org.au,f8497_3951_1776_6401,ACCESS coupled model with 1/4 ocean model piControl simulation,Nicholas Hanna,24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8497_3951_1776_6401,"10.4225/41/5657A928CDFD6",https://creativecommons.org/licenses/by/4.0/legalcode,,dataset
researchgraph.org/nci/f4505_6347_8415_5982,nci.org.au,f4505_6347_8415_5982,Geological Survey of Western Australia Geophysics Data Collection,John Brett,18/08/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4505_6347_8415_5982,,http://dapds00.nci.org.au/thredds/catalog/rl1/GSWA_Geophysics/catalog.html?dataset=rl1/_GSWA_%20License.pdf,,dataset
researchgraph.org/nci/f9810_4167_4348_6492,nci.org.au,f9810_4167_4348_6492,HAIC-HIWC 2014 Darwin field campaign data ,,23/09/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f9810_4167_4348_6492,,,,dataset
researchgraph.org/nci/f6931_7518_1584_3891,nci.org.au,f6931_7518_1584_3891,National CT-Lab Tomographic Data Collection,CT sample owners,22/09/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6931_7518_1584_3891,,http://dapds00.nci.org.au/thredds/fileServer/licenses/fx2_licence.txt,,dataset
researchgraph.org/nci/f5290_2963_1574_8584,nci.org.au,f5290_2963_1574_8584,WiggleZ,,24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5290_2963_1574_8584,,,,dataset
researchgraph.org/nci/f9385_6463_3730_3415,nci.org.au,f9385_6463_3730_3415,Remote and Insitu Observations products for Earth system modelling,"Satellite images originally processed by the Bureau of Meteorology from data recieved from multiple satellite operators. Satellite operators retain the rights, ownership and custodianship of their data. - The MTSAT series of satellites is operated by Japan Meteorological Agency. - The FY-2 series of satellites is operated by China Meteorological Administration. - The POES series of satellites is operated by United States of America National Oceanic and Atmospheric Administration. - The EOS series of satellites is operated by United States of America National Aeronautics and Space Administration.  The Bureau of Meteorology hold the rights, ownership and custodianship of derived products, including: - Cloud Properties - Fog and Low Cloud - Volcanic Ash",24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f9385_6463_3730_3415,,,,dataset
researchgraph.org/nci/f3003_1763_3524_1062,nci.org.au,f3003_1763_3524_1062,Plant  Phenomics  Digital  Data  Repository,,23/09/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3003_1763_3524_1062,,,,dataset
researchgraph.org/nci/f6028_2676_1478_3956,nci.org.au,f6028_2676_1478_3956,MACHO,,24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6028_2676_1478_3956,,,,dataset
researchgraph.org/nci/f5263_5504_2663_8841,nci.org.au,f5263_5504_2663_8841,Australian AVHRR Stitched HRPT dataset,,19/07/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5263_5504_2663_8841,,,,dataset
researchgraph.org/nci/f5017_6759_2759_3916,nci.org.au,f5017_6759_2759_3916,Australian Moderate Resolution Satellite Products,,24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5017_6759_2759_3916,,http://imos.org.au/facilities/aodn/imos-data-management/imos-data-licencing/,,dataset
researchgraph.org/nci/f8281_6650_9945_6826,nci.org.au,f8281_6650_9945_6826,IMOS MODIS Australasian Ocean Colour Products,,24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8281_6650_9945_6826,,http://imos.org.au/facilities/aodn/imos-data-management/imos-data-licencing/,,dataset
researchgraph.org/nci/7da8e4a6-cfcc-4d25-89c7-9fcba4cd63c2,nci.org.au,7da8e4a6-cfcc-4d25-89c7-9fcba4cd63c2,"McArthur Forest Fire Danger Index: NARCliM dataset: ~10km resolution, 1990-2009 period, MIROC3.2 and R1 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/7da8e4a6-cfcc-4d25-89c7-9fcba4cd63c2,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/f8695_6401_6115_6704,nci.org.au,f8695_6401_6115_6704,CSIRO Coastal Modelling Products (eReefs),Coastal Environment modelling team,23/09/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8695_6401_6115_6704,,http://dapds00.nci.org.au/thredds/fileServer/licenses/fx3_licence.txt,,dataset
researchgraph.org/nci/f6112_9394_7244_4302,nci.org.au,f6112_9394_7244_4302,Satellite Soil Moisture Products Collection,,24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6112_9394_7244_4302,," ",,dataset
researchgraph.org/nci/f5213_4723_1365_2675,nci.org.au,f5213_4723_1365_2675,Plots of APS1 access-bn,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5213_4723_1365_2675,,,,dataset
researchgraph.org/nci/f6503_1456_8647_3261,nci.org.au,f6503_1456_8647_3261,plots of APS0 access-g (Global),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6503_1456_8647_3261,,,,dataset
researchgraph.org/nci/f9386_7416_3675_9582,nci.org.au,f9386_7416_3675_9582,plots of APS0 access-t (Tropical),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f9386_7416_3675_9582,,,,dataset
researchgraph.org/nci/f0234_6902_2038_5140,nci.org.au,f0234_6902_2038_5140,operational APS0 access-bn NWP data (Brisbane),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f0234_6902_2038_5140,,,,dataset
researchgraph.org/nci/f2104_0769_8972_5783,nci.org.au,f2104_0769_8972_5783,operational APS1 access-dn NWP data (Darwin),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f2104_0769_8972_5783,,,,dataset
researchgraph.org/nci/f9165_5217_3702_4318,nci.org.au,f9165_5217_3702_4318,plots of APS0 access-a (Australia),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f9165_5217_3702_4318,,,,dataset
researchgraph.org/nci/f4965_6398_1584_7280,nci.org.au,f4965_6398_1584_7280,operational APS0 access-vt NWP data (Vic-Tas),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4965_6398_1584_7280,,,,dataset
researchgraph.org/nci/f9365_1326_3064_5783,nci.org.au,f9365_1326_3064_5783,operational APS1 access-r NWP data (Regional),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f9365_1326_3064_5783,,,,dataset
researchgraph.org/nci/f8623_5379_9283_0275,nci.org.au,f8623_5379_9283_0275,plots of APS0 access-sy (Sydney),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8623_5379_9283_0275,,,,dataset
researchgraph.org/nci/f8407_1258_9723_0319,nci.org.au,f8407_1258_9723_0319,operational APS0 access-r NWP data (Regional),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8407_1258_9723_0319,,,,dataset
researchgraph.org/nci/f1049_1685_7503_0421,nci.org.au,f1049_1685_7503_0421,operational APS0 access-sy NWP data (sydney),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f1049_1685_7503_0421,,,,dataset
researchgraph.org/nci/f4851_4165_0524_8163,nci.org.au,f4851_4165_0524_8163,operational APS0 access-o3 NWP data (Ozone),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4851_4165_0524_8163,,,,dataset
researchgraph.org/nci/f6385_7503_2530_5209,nci.org.au,f6385_7503_2530_5209,operational APS1 access-vt NWP data (Vic-Tas),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6385_7503_2530_5209,,,,dataset
researchgraph.org/nci/f7031_0178_6152_9670,nci.org.au,f7031_0178_6152_9670,operational APS0 access-ad NWP data (Adelaide),,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f7031_0178_6152_9670,,,,dataset
researchgraph.org/nci/f9348_3869_6129_1890,nci.org.au,f9348_3869_6129_1890,Ocean and Marine Modelling and Forecast Products,,23/09/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f9348_3869_6129_1890,,,,dataset
researchgraph.org/nci/f1571_8504_9911_2423,nci.org.au,f1571_8504_9911_2423,ACCESS coupled model with 1/4 ocean model simulation by ARCCSS,,24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f1571_8504_9911_2423,,https://creativecommons.org/licenses/by/4.0/legalcode,,dataset
researchgraph.org/nci/f4037_7317_6675_7030,nci.org.au,f4037_7317_6675_7030,Mirror of select TERN AusCover data from Qld,,28/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4037_7317_6675_7030,,,,dataset
researchgraph.org/nci/f5801_7088_4632_1957,nci.org.au,f5801_7088_4632_1957,MODIS Terra and Aqua Australasian L0 (Raw Data),,27/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5801_7088_4632_1957,,,,dataset
researchgraph.org/nci/f5775_4183_3968_6898,nci.org.au,f5775_4183_3968_6898,GLEAM - Global Land Evaporation: the Amsterdam Model (v2A and v2B),Diego Miralles,16/08/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5775_4183_3968_6898,,http://dapds00.nci.org.au/thredds/fileServer/licenses/wd9_licence.pdf,,dataset
researchgraph.org/nci/f1558_2184_5235_8296,nci.org.au,f1558_2184_5235_8296,ACCESS NWP APS0 Development Datasets,,16/08/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f1558_2184_5235_8296,,,,dataset
researchgraph.org/nci/f4595_2464_1204_4548,nci.org.au,f4595_2464_1204_4548,Australian Natural Hazards Data Archive - National Tropical Cyclone Hazard database,,30/06/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4595_2464_1204_4548,,http://dapds00.nci.org.au/thredds/fileServer/licenses/fj6_licence.pdf,,dataset
researchgraph.org/nci/f4576_2393_5266_2815,nci.org.au,f4576_2393_5266_2815,Ocean model For the Earth Simulator (OFES) - Re-analysis dataset,,24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4576_2393_5266_2815,,http://www.jamstec.go.jp/esc/research/AtmOcn/product/ofes_terms.html,,dataset
researchgraph.org/nci/f2608_5935_8056_8884,nci.org.au,f2608_5935_8056_8884,Phenology Monitoring : A Network of Near Surface Remote Sensors and Associated Imagery,,24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f2608_5935_8056_8884,,https://supersites.tern.org.au/data/licence,,dataset
researchgraph.org/nci/f9901_8034_2005_4893,nci.org.au,f9901_8034_2005_4893,GSWP3 - Global Soil Wetness Project Phase 3,,15/06/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f9901_8034_2005_4893,,,,dataset
researchgraph.org/nci/f8446_2402_3486_7148,nci.org.au,f8446_2402_3486_7148,Ocean and Marine Modelling and Forecast Products - Tsunami model scenarios,,24/06/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8446_2402_3486_7148,,,,dataset
researchgraph.org/nci/f2312_4988_3167_8615,nci.org.au,f2312_4988_3167_8615,Raw and Processed Multibeam Bathymetry Data Collection,,30/06/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f2312_4988_3167_8615,,,,dataset
researchgraph.org/nci/f5774_7328_9440_6490,nci.org.au,f5774_7328_9440_6490,Community Atmosphere Biosphere Land Exchange (CABLE) Global Forcing Datasets,,30/06/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5774_7328_9440_6490,10.5072/29/54599A2E6CB27,,,dataset
researchgraph.org/nci/f2622_7010_8872_7867,nci.org.au,f2622_7010_8872_7867,"LandFlux-EVAL merged	benchmark synthesis products of evapotranspiration",ETH Zurich,18/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f2622_7010_8872_7867,,,,dataset
researchgraph.org/nci/f5670_3926_7902_7643,nci.org.au,f5670_3926_7902_7643,Australian Community Climate and Earth System Simulator (ACCESS) Numerical Weather Prediction (NWP),,16/08/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5670_3926_7902_7643,,,,dataset
researchgraph.org/nci/f3934_4241_2130_9999,nci.org.au,f3934_4241_2130_9999,Monthly estimates of global biosphere-atmosphere fluxes from up-scaled FLUXNET data,,18/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3934_4241_2130_9999,,The data is subject to the owners data policy in /g/data1/wd9/Benchmarking/MPI/BGI-data-policy.pdf,,dataset
researchgraph.org/nci/f3550_5819_6309_6472,nci.org.au,f3550_5819_6309_6472,Time series of EmCEI Climate Extremes Index components and subcomponents,ARCCSS and Melbourne University,3/01/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3550_5819_6309_6472,http://dx.doi.org/10.4225/41/586b00970585c,http://dapds00.nci.org.au/thredds/fileServer/licenses/ua8_licence.txt,,dataset
researchgraph.org/nci/f1311_8586_7758_3331,nci.org.au,f1311_8586_7758_3331,CSIRO-Mk3-6-0 model output prepared for CMIP5 historicalMisc,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f1311_8586_7758_3331,10.1594/WDCC/CMIP5.CQMKhm,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f4615_6545_5514_4988,nci.org.au,f4615_6545_5514_4988,CSIRO-Mk3-6-0 model output prepared for CMIP5 rcp60,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4615_6545_5514_4988,10.1594/WDCC/CMIP5.CQMKr6,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f9566_7417_8270_9939,nci.org.au,f9566_7417_8270_9939,CSIRO-Mk3-6-0 model output prepared for CMIP5 rcp85,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f9566_7417_8270_9939,10.1594/WDCC/CMIP5.CQMKr8,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f3262_8737_7115_1092,nci.org.au,f3262_8737_7115_1092,CSIRO-Mk3-6-0 model output prepared for CMIP5 piControl,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3262_8737_7115_1092,10.1594/WDCC/CMIP5.CQMKpc,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f7310_7948_2407_3802,nci.org.au,f7310_7948_2407_3802,CSIRO-Mk3-6-0 model output prepared for CMIP5 sstClimAerosol,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f7310_7948_2407_3802,10.1594/WDCC/CMIP5.CQMKsa,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f9974_7123_7418_9226,nci.org.au,f9974_7123_7418_9226,CSIRO-Mk3-6-0 model output prepared for CMIP5 sstClimSulfate,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f9974_7123_7418_9226,10.1594/WDCC/CMIP5.CQMKss,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f4638_7453_4754_4897,nci.org.au,f4638_7453_4754_4897,CSIRO-Mk3-6-0 model output prepared for CMIP5 sstClim,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4638_7453_4754_4897,10.1594/WDCC/CMIP5.CQMKsc,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f5198_1503_3359_1997,nci.org.au,f5198_1503_3359_1997,CSIRO-Mk3-6-0 model output prepared for CMIP5 sstClim4xCO2,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5198_1503_3359_1997,10.1594/WDCC/CMIP5.CQMKs2,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f6722_7801_2087_2158,nci.org.au,f6722_7801_2087_2158,ACCESS1-0 model output prepared for CMIP5 historicalExt,,11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6722_7801_2087_2158,,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f4875_8826_8509_9162,nci.org.au,f4875_8826_8509_9162,Bluelink Ocean Reanalysis (BRAN),,10/03/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4875_8826_8509_9162,,http://dapds00.nci.org.au/thredds/fileServer/licenses/gb6_licence.txt,,dataset
researchgraph.org/nci/f1308_2689_3361_8442,nci.org.au,f1308_2689_3361_8442,Bluelink Ocean Reanalysis - BRAN3p5,,10/03/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f1308_2689_3361_8442,,http://dapds00.nci.org.au/thredds/fileServer/licenses/gb6_licence.txt,,dataset
researchgraph.org/nci/f3082_1814_8924_2252,nci.org.au,f3082_1814_8924_2252,Bluelink Ocean Reanalysis - BRAN_2015,,10/03/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3082_1814_8924_2252,,http://dapds00.nci.org.au/thredds/fileServer/licenses/gb6_licence.txt,,dataset
researchgraph.org/nci/f2178_3348_7217_4026,nci.org.au,f2178_3348_7217_4026,Geological Survey of Western Australia radiometric merged 80 m grids of Western Australia,Geological Survey of Western Australia,29/12/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f2178_3348_7217_4026,,http://dapds00.nci.org.au/thredds/catalog/rl1/GSWA_Geophysics/catalog.html?dataset=rl1/_GSWA_%20License.pdf,,dataset
researchgraph.org/nci/f4477_6397_3074_4681,nci.org.au,f4477_6397_3074_4681,Ocean Forecasting Australian Model (v. 3.0) Products - OFAM3_BGC_SPINUP_01,,10/03/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4477_6397_3074_4681,,http://dapds00.nci.org.au/thredds/fileServer/licenses/gb6_licence.txt,,dataset
researchgraph.org/nci/f5496_9337_7804_2116,nci.org.au,f5496_9337_7804_2116,Ocean Forecasting Australian Model (v. 3.0) Products - OFAM3_BGC_SPINUP_03,,10/03/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5496_9337_7804_2116,,http://dapds00.nci.org.au/thredds/fileServer/licenses/gb6_licence.txt,,dataset
